id,contenido,fecha_publicacion,usuario_id,retweets,replies,likes,quotes
1645201576217157637,"Para reactivarse!!!
Tenemos Meetup este martes 11 de abril a las 19:00 en @TheBridge_Tech

@dev7ba nos hablará sobre la mempool!!
Charla para todo el mundo, sepas o no sobre #Bitcoin 

@GaboHBeaumont @kilrau @libertariadora @olya_borderless
https://t.co/bHzpDduIRo

Se agradece RT",2023-04-09 23:06:36,1207228796593745920,25,3,39,4
1645317508843425793,@decentralized_b @TheBridge_Tech @dev7ba @GaboHBeaumont @kilrau @libertariadora @olya_borderless Wow 👏👏👏,2023-04-10 06:47:17,1355885838991843328,0,0,1,0
1645411269464162305,"@libertariadora @TheBridge_Tech @dev7ba @GaboHBeaumont @kilrau @decentralized_b @olya_borderless Hola Pat! Por algún motivo no me deja registrarme, puedo asistir de todos modos?",2023-04-10 12:59:51,710051187001843712,0,1,0,0
1645423580790792194,"@alexaom6_ @TheBridge_Tech @dev7ba @GaboHBeaumont @kilrau @decentralized_b @olya_borderless Vaya qué raro! Sí claro que puedes ir igual, a las 19:00 en The Bridge!",2023-04-10 13:48:46,998353386,0,0,1,0
1645805777561747459,"¡Volvemos con el taller de #OSINT! Descubre cómo a través de fuentes abiertas podemos recopilar un montón de información 🧑‍💻

📅19 abril
🕐17 h
💻Online

Apúntate ya 👉 https://t.co/F8k9okzubv

#cyber #bootcamp https://t.co/xZQAWz8GmF",2023-04-11 15:07:29,1162694149956603904,1,0,2,0
1646060405096079360,"¡Ven al #OpenDay en Bilbao!

Conoce todo sobre los bootcamps en #DataScience #MarketingDigital #DesarrolloWebFullStack y #UXUIProductDesign de @bbk y @thebridge y tómate unas 🍻 con amigxs ¿Te apuntas?

📅2 mayo
🕐18.30 h
📍BBK Kuna @BBK_eus

Entradas 👉 https://t.co/D9ioexuAtg https://t.co/GeXwrYwHYm",2023-04-12 07:59:17,1162694149956603904,2,0,4,0
1646069787733241857,"Ayer fui a mi primer evento presencial de #Bitcoin en Madrid

Fue un placer conectar con personas con inquietudes e intereses similares

Sin duda me sentí la persona más tonta de la sala, pero supongo que es una buena señal 😂🤟🏼

@TheBridge_Tech https://t.co/HVnjMUeK4v",2023-04-12 08:36:34,710051187001843712,0,0,5,0
1646531536232275968,"¿No conoces el programa #Cyberskills? Formación en #ciberseguridad para personas con discapacidad. 100% becada, online e impulsada por @INCIBE y @FUniversia. ¡Entérate de todo en la próxima sesión informativa!

📅25 abril
🕐18 h
💻Online

Apúntate ya 👉 https://t.co/Pe8iDoVlps https://t.co/eofM4cNXJk",2023-04-13 15:11:23,1162694149956603904,1,0,1,0
1647957059327913988,"¿Por dónde empezar cuando ideamos un producto digital?🤳En el próximo taller de #uxui descubriremos oportunidades de negocio desde el journey map del usuario, sus pains y gains ¿Te animas?

📅26 abril
🕐17 h
💻Online

Apúntate ya 👉 https://t.co/A1sdninOzw

#diseño #bootcamp https://t.co/gudzKSn2S9",2023-04-17 13:35:55,1162694149956603904,0,0,0,0
1648038694387871801,"Untagged Day - El evento de analítica digital al que a mí me gustaría asistir.

27 de abril  a partir de las 18:30.
En @TheBridge_Tech Madrid.
Entrada gratuita (plazas limitadas).

⚠️Mañana abrimos inscripciones. https://t.co/oTs9aotfbi",2023-04-17 19:00:18,20979418,3,4,19,0
1648051289161453589,@hello_google @TheBridge_Tech No me lo pierdo 😁,2023-04-17 19:50:21,890890468988473346,0,0,1,0
1648216463319212033,@hello_google @TheBridge_Tech Esperando la apertura,2023-04-18 06:46:41,1268490708945698817,0,0,1,0
1648225396674949121,"@hello_google @TheBridge_Tech Pide pass
¿?",2023-04-18 07:22:11,40046861,0,1,1,0
1648228189926244352,@carlosmdh @TheBridge_Tech No está abierto.,2023-04-18 07:33:17,20979418,0,1,0,0
1648235385196097536,"@hello_google @TheBridge_Tech ¿Queda mucho?
😂😂😂 https://t.co/Gpq93REqnR",2023-04-18 08:01:53,40046861,0,0,0,0
1648262933615374337,"¡Ven al #OpenDay en Sevilla!

Acércate a conocer la experiencia de alumni que decidieron desarrollar su carrera con un bootcamp en #DataScience y #DesarrolloWebFullStack ¿Te unes?

📅4 mayo
🕐19.30 h
📍@ENCamaraSevilla

Entradas 👉 https://t.co/pNskU3CnTV

#bootcamp https://t.co/mlXHF9kTi1",2023-04-18 09:51:21,1162694149956603904,5,0,3,0
1648338097422180353,"¿Por qué no probar si la tecnología es lo tuyo?  
Próximos talleres en Valencia:

🔵#DesarrolloWebFullStack Entradas👉 https://t.co/gwE2cAAcd4 
📅26 abril
🕐18.00 h
📍EDEM

🔵#Ciberseguridad Entradas👉 https://t.co/YhlMwXe5qd 
📅3 mayo
🕐18.00 h
📍EDEM

¡Te esperamos! 

#bootcamp https://t.co/kgfcfLAUBA",2023-04-18 14:50:01,1162694149956603904,3,0,3,0
1648367115798294528,@hello_google @TheBridge_Tech ¿nada todavía?,2023-04-18 16:45:20,192329549,0,1,0,0
1648367755945558018,@vizca75 @TheBridge_Tech Acabo de publicar...,2023-04-18 16:47:52,20979418,0,1,1,0
1648370663604862995,"@hello_google @TheBridge_Tech Gracias Iñaki, allá nos vemos https://t.co/Ni6lhlZqhA",2023-04-18 16:59:26,192329549,0,0,1,0
1648640132486930435,"¡Nueva #Masterclass de #MarketingDigital en Bilbao!🙌

Aprende cómo podemos usar #chatgpt y otras inteligencias artificiales al servicio del marketing 🦾 ¡Te esperamos!

📅27 abril
🕐18.00 h
📍BBK Kuna @BBK_eus

¡Apúntate!👉https://t.co/KfU4450nJQ

#bootcamp #ai #mkt #data https://t.co/qwfZlr9fP5",2023-04-19 10:50:12,1162694149956603904,3,0,3,0
1648989956138729473,"🤔¿Qué es ChatGPT?

🤔¿Cómo se le puede sacar partido para hacer marketing?

La respuesta en la masterclass de BBK Bootcamps sobre Marketing Digital.

@BBK_eus 
@TheBridge_Tech

📆 22/04/2023
📍BBK Kuna.
⏰ 18:00 a 19:00

Info e inscripciones en: https://t.co/NuzPVmXqQy",2023-04-20 10:00:16,823470817963032576,1,0,3,0
1649053835133067267,"Esta tarde se reune la Comunidad #CPS en @TheBridge_Tech para que @aquiestaThai y @anabuigues nos cuenten como llevan a cabo ellas la experimentación en grandes organizaciones. Muchas ganas de aprender de su experiencia 🤩
¡Nos vemos allí!",2023-04-20 14:14:06,1003872445,4,1,18,0
1649057301603418116,@PauMugarra @TheBridge_Tech @aquiestaThai @anabuigues ¿Se graba verdad? https://t.co/N0Czd8m2wv,2023-04-20 14:27:53,276656109,0,1,1,0
1649073654951473153,"@joobid @TheBridge_Tech @aquiestaThai @anabuigues Si, se graba 👌",2023-04-20 15:32:52,1003872445,0,0,3,0
1649327786740400129,"El poder de dos escuela concentrado en el 𝐁𝐨𝐨𝐭𝐜𝐚𝐦𝐩 𝐃𝐚𝐭𝐚 𝐒𝐜𝐢𝐞𝐧𝐜𝐞 #EDEMpoweredbyTheBridge.

@TheBridge_Tech y #EDEM se unen para ofrecerte formación en tecnología y ciencia de datos que te ayudará a mejorar tu perfil o iniciar tu carrera profesional en esta área. https://t.co/NYckrT99q6",2023-04-21 08:22:42,570795448,0,1,2,0
1650520641429200896,"Así es el #bootcamp de #DataScience que impartimos junto a @EDEMempresarios en Valencia.

Nos adentramos en clase para ver qué se enseña y qué salidas profesionales tiene este campo 🚀

¿Quieres saber más? Próxima edición 2⃣2⃣ de mayo 👉https://t.co/tkBcf3KpAZ

@EDEM_uni https://t.co/vGELLOsVib",2023-04-24 15:22:40,1162694149956603904,2,1,4,0
1650780182624587776,"¡Hola!

Mientras volvemos a la carga os traemos un curso de parte de nuestro colaborador @TheBridge_Tech  donde podrás aprender los fundamentos de las IAs generativas como son ChatGPT o Dall-E en Sevilla 💃

Si estás interesado puedes inscribirte aquí ⬇️: https://t.co/op518wH9Xc",2023-04-25 08:34:00,1585726199485140993,0,0,1,0
1651130351685623809,"¿Elecciones y ciencia de datos? La #DataScience tiene mucho que decir en las predicciones y en el funcionamiento de las elecciones.

Descúbrelo en nuestro próximo taller ¡Apúntate ya!

📅3 mayo
🕐17.00 h
💻Online

Entradas 👉 https://t.co/CeV7kbrSZ0

#bootcamp https://t.co/NcxDFMzerf",2023-04-26 07:45:27,1162694149956603904,0,0,1,0
1651263839063752708,Mañana tenéis una cita con los datos en @TheBridge_Tech. 👇,2023-04-26 16:35:52,20979418,1,0,4,0
1651499442070077445,"🧑‍💻Fórmate en #DataScience, #MarketingDigital, #UXUIProductDesign y #DesarrolloWebFullStack con los #BBKBootcampsPoweredByTheBridge en #Bilbao.

4 meses intensivos🚀

¡Últimas plazas! Empezamos el 22 mayo.

Más info👉 https://t.co/PJVNBK3sB3

@bbk_eus @BBKnetwork https://t.co/KA488ZUQ5S",2023-04-27 08:12:05,1162694149956603904,0,0,1,0
1651860309508857856,"¡Nuevos talleres en #Sevilla!

💻#DesarrolloWebFullStack Descubre qué es Git y GitHub. Entradas 👉https://t.co/Jo56XJp1za

🦾#DataScience ¿Cómo funcionan las IAs Generativas? Entradas 👉https://t.co/pNzL5sDspl

¡No te lo pierdas!

📅9 y 11 de mayo
🕐19.30 h
📍 @espacio_RES https://t.co/rIz8PisSPl",2023-04-28 08:06:02,1162694149956603904,2,0,2,0
1651861860889550850,@TheBridge_Tech @EDEMempresarios @EDEM_uni ¿Podrían enviarme información sobre el bootcamp de Data Science? Gracias!!!,2023-04-28 08:12:12,1613113784926707712,0,1,0,0
1653343299749462017,"📅 HOY #OpenDay de los BBK Bootcamps by The Bridge a las 18:30 en @BBK_Kuna Descubrirás en qué consiste un #bootcamp y cómo potenciar exponencialmente tus habilidades digitales, abriendo nuevas posibilidades en tu carrera. @BBK_eus @TheBridge_Tech https://t.co/RXMZwLRT2A",2023-05-02 10:18:54,2402179123,0,0,0,0
1653750445939081221,"¿Quieres saber cómo es el trabajo de un diseñador #uxui? Apúntate al próximo taller en #Bilbao donde veremos por dónde empezar a trabajar para diseñar cualquier producto digital 🤳

¡Te esperamos!

📅9 de mayo
🕐18.30 h
📍 BBK Kuna

Entradas 👉https://t.co/m6ZwtxJllz

#bootcamp https://t.co/9oVj3LGcYu",2023-05-03 13:16:46,1162694149956603904,0,0,1,0
1654368985578627073,"🎂🎉 ¡Este mes se cumplen 10 años del primer #Betabeers Bilbao! Y lo vamos a celebrar este jueves 11/05 a las 18:30 en @BBK_Kuna  haciendo un remember de los buenos.

➡️ ¡Te esperamos! Toda la info aquí: https://t.co/qAHloy69ju

@TheBridge_Tech https://t.co/ln345I1xER",2023-05-05 06:14:37,2402179123,1,0,2,1
1655487588881297409,"¡No te lo pierdas! Hablaremos de algoritmos bioinspirados, la revolución de las IAs y netnografía 😍

¿No sabes lo que es? Te esperamos ⬇",2023-05-08 08:19:33,1162694149956603904,0,0,4,0
1655857938769092610,"💯 Aprende una profesión de alta empleabilidad y cambia tu futuro con #EDEM y @TheBridge_Tech

👉 Desarrollo Web Fullstack
👉 Ciberseguridad
👉 UX/UI Product Design
👉 Data Science

Accede a la bolsa de empleo de las dos escuelas con las empresas más 🔝👉 https://t.co/uobTtpP8zo https://t.co/58xhn3Q7xq",2023-05-09 08:51:11,570795448,2,0,5,0
1656309738571964417,"¡Eventazo! Colaboramos de nuevo con @ESOLIUPO en #CyberSecTalks en Sevilla 👏

Con una charla sobre #IAs y #DataScience.

¡Corre🏃‍♂️ y apúntate!👇",2023-05-10 14:46:29,1162694149956603904,1,0,1,0
1656653806397165579,"Llega Work in Tech, una iniciativa de INCO Academy con la que @TheBridge_Tech colabora junto a @Googleorg y @coursera.

Formación en tecnología dirigida a personas en situación vulnerable.

💰Formación 100% financiada.
💻Online.
💼Career Readiness.

 Info👉https://t.co/7wflIafygE https://t.co/jCHs3HBRrI",2023-05-11 13:33:41,1162694149956603904,1,0,1,0
1656678972078592006,"Join our #RefugeesCode Demo Day &amp; networking on 24 May at 19h at @TheBridge_Tech #Madrid!

We're looking for recruiters, tech companies, web designers, MFR supporters &amp; potential students to join us! Students will present final projects

➡️Sign up &amp; share! https://t.co/peldbOIhVJ https://t.co/h6OPvToy6A",2023-05-11 15:13:41,3588258623,5,1,5,3
1656905845605539840,"¡A very special event! Save the date ☺ 24 May at 19h⬇

#refugeescode #demoday",2023-05-12 06:15:12,1162694149956603904,1,0,2,0
1656999477461360643,"¡Nuevos talleres de #Cloud y #CareerReadiness!

🔴Los días 17 y 24 de mayo a las 17h.

Entradas Cloud👉https://t.co/27WjGw2kiV
Entradas Career👉https://t.co/8WtKEuZWWy

#freeevents https://t.co/pel5TA4bJC",2023-05-12 12:27:15,1162694149956603904,0,0,0,0
1658084463908204546,"#MLMonitoring and #Observability, mar, 23 may 2023, 18:30   | Meetup https://t.co/B0hKnfFg5g
¡2º encuentro de la @mlopscommunity en @TheBridge_Tech ! Acompáñanos para aprender de nuestros amigos de @wayflyerapp @wallapop @argilla Registro gratuito, plazas limitadas. https://t.co/t0TiFALbfl",2023-05-15 12:18:36,41545659,3,0,2,1
1658211670831800332,"¡¡Recuerda que todavía siguen las entradas para el II CyberSec Talks!! Dentro breve hilo
@TheBridge_Tech @epsUPO @pablodeolavide https://t.co/ua2XS32Iph",2023-05-15 20:44:05,1585726199485140993,4,1,4,1
1658211673637896192,"Si todavía no has pillado las entradas (que son gratis oye, que es posible gracias a partners como @TheBridge_Tech 😎) puedes hacerlo en https://t.co/EeZ3fSC7PP https://t.co/hTvRME7aeR",2023-05-15 20:44:05,1585726199485140993,0,1,1,0
1658211678901641230,"Y finalmente, como nos decían en casa, es de bien nacido ser agradecido, y mucho más con nuestros patrocinadores y colaboradores 🤗🤗. Gracias a @TheBridge_Tech @epsUPO @pablodeolavide por ayudarnos, de una manera u otra, para que esta actividad salga adelante!! https://t.co/m8IeCD9prx",2023-05-15 20:44:06,1585726199485140993,0,0,1,0
1658430987368386566,"Así es el #bootcamp de #UXUIProductDesign que impartimos junto a @EDEMempresarios en #Valencia.

Miriam, Lead Instructor, nos cuenta qué se enseña en el programa de #uxui y qué salidas profesionales tiene este campo 🚀

Próxima edición 22 de mayo ➡https://t.co/kqfZqnITa1 https://t.co/HLJKIpkMta",2023-05-16 11:15:34,1162694149956603904,1,0,3,0
1658791064306688002,"Nos colamos en el campus de #Bilbao para descubrir más sobre #BBKBootcampsPoweredByTheBridge 😍

Echa un 👀 a las clases y al buen ambiente lleno de código javascript, diseños en figma y librerías de python 🐍

¡Nueva edición 22 de mayo! ➡https://t.co/dUXyyvMX8F
@BBK_eus https://t.co/YoZy5dGASo",2023-05-17 11:06:23,1162694149956603904,1,0,2,0
1658825158994403329,"#MLMonitoring and #Observability, mar, 23 may 2023, 18:30   | Meetup https://t.co/VEq7ZN3Plr
¡2º encuentro de la @mlopscommunity en @TheBridge_Tech ! Acompáñanos para aprender de nuestros amigos de @wayflyerapp @wallapop @argilla_io Registro gratuito, plazas limitadas. https://t.co/Zw5bKGP0av",2023-05-17 13:21:52,41545659,1,0,3,0
1659136842854219776,"¿Qué hacían nuestros alumni antes del #bootcamp?

Así fue el Open Day de #Sevilla donde compartieron su experiencia, dudas, miedos y sus ganas de hacer un cambio en su carrera 🚀

¿Ready para el cambio?

¡Últimas plazas!👉https://t.co/4DRdoJhQqv

@camaradesevilla @ENCamaraSevilla https://t.co/6VJRsx67Fx",2023-05-18 10:00:23,1162694149956603904,0,0,0,0
1659514560200470559,"Ayer visitamos a los alumnos de @TheBridge_Tech  para charlar con ellos sobre las capacidades en prevención y detección de #ciberseguridad de @a3sec  y compartir experiencias que les puedan ayudar en su incorporación al mundo laboral.
¡Gracias por la invitación! https://t.co/r1YVULrSOl",2023-05-19 11:01:18,987047282,1,0,3,1
